AppID,GameName
2379780,Balatro
1227890,Summer Memories
1113120,IXION
445980,Wizard of Legend
1150690,OMORI
265930,Goat Simulator
298630,The Escapists
553640,ICEY
473690,Absolver
312520,Rain World
738520,Breathedge
1350650,FreshWomen - Season 1
698670,Scorn
823500,BONEWORKS
460950,Katana ZERO
559650,Witch It
1016800,Chernobylite Complete Edition
1178830,Bright Memory: Infinite
1118200,People Playground
933820,Endzone - A World Apart
302670,Call to Arms
979690,The Ascent
774361,Blasphemous
1222700,A Way Out
448510,Overcooked
512900,Streets of Rogue
858820,Tribes of Midgard
1948980,Hero's Adventure: Road to Passion
447820,Day of Infamy
200710,Torchlight II
290300,Rebel Galaxy
253230,A Hat in Time
427730,Who's Your Daddy?!
590380,Into the Breach
1119730,"Ranch Simulator: Build, Hunt, Farm"
756800,Contraband Police
1190000,Car Mechanic Simulator 2021
2071280,Ravenswatch
1274570,DEVOUR
1094520,Sands of Salzaar
333600,NEKOPARA Vol. 1
237930,Transistor
1809540,Nine Sols
736190,Chinese Parents
536270,Ancestors: The Humankind Odyssey
240760,Wasteland 2: Director's Cut
616560,Ultimate Epic Battle Simulator
629730,Blade and Sorcery
1290000,PowerWash Simulator
475550,Beholder
1782120,ZERO Sievert
986130,Shadows of Doubt
384190,ABZU
1256670,Library Of Ruina
431240,Golf With Your Friends
367450,Poly Bridge
763890,Wildermyth
428690,Youtubers Life
274170,Hotline Miami 2: Wrong Number
1296830,暖雪 Warm Snow
1190970,House Flipper 2
1435790,Escape Simulator
2273430,BlazBlue Entropy Effect
386070,Planetary Annihilation: TITANS
204300,Awesomenauts
1069640,This Land Is My Land
2239150,Thronefall
283640,Salt and Sanctuary
610370,Desperados III
247080,Crypt of the NecroDancer
242640,Styx: Master of Shadows
953490,CARRION
653530,Return of the Obra Dinn
557340,My Friend Pedro
410900,Forts
280160,Aragami
365450,Hacknet
291860,Pit People®
304650,SUNLESS SEA
1291340,Townscaper
300380,Road Redemption
942970,Unheard - Voices of Crime
977950,A Dance of Fire and Ice
553420,TUNIC
276810,Mordheim: City of the Damned
638230,Journey
368340,CrossCode
2835570,Buckshot Roulette
269770,Secrets of Grindea
319510,Five Nights at Freddy's
245170,Skullgirls 2nd Encore
746850,Cloudpunk
420530,OneShot
323850,Move or Die
487120,Citadel: Forged with Fire
1455840,Dorfromantik
1740720,Have a Nice Death
258520,The Vanishing of Ethan Carter
1388880,Doki Doki Literature Club Plus!
1929610,Demonologist
1189490,觅长生
1509510,Settlement Survival
1669980,Volcano Princess
206440,To the Moon
1040200,Crime Scene Cleaner
266510,Hand of Fate
2138710,Sifu
671440,Rise of Industry
391720,Layers of Fear (2016)
221910,The Stanley Parable
464060,RUINER
404680,Hob
868360,Project Hospital
1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge
1135690,Unpacking
207140,SpeedRunners
552620,ATOM RPG: Post-apocalyptic indie game
493490,City Car Driving
326460,ShellShock Live
417290,Ghost of a Tale
919640,Steel Division 2
1239080,Door Kickers 2: Task Force North
451020,Battle Chasers: Nightwar
246900,Viscera Cleanup Detail
269210,Hero Siege
237850,Dreamfall Chapters
1232580,Knock on the Coffin Lid
1954200,Kena: Bridge of Spirits
419480,Starpoint Gemini Warlords
1766740,Choo-Choo Charles
113200,The Binding of Isaac
894020,Death's Door
397950,Clustertruck
1177980,"Little Kitty, Big City"
212680,FTL: Faster Than Light
356040,Sheltered
580200,Yonder: The Cloud Catcher Chronicles
327860,Salt
502520,Ultimate General: Civil War
315460,Dig or Die
1509960,PICO PARK
239820,Game Dev Tycoon
462770,Pyre
758870,Kynseed
1433140,The Texas Chain Saw Massacre
761830,Mr. Prepper
250760,Shovel Knight: Treasure Trove
257420,Serious Sam 4
1282730,Loop Hero
383980,Rivals of Aether
846770,DYSMANTLE
505230,Pathologic 2
456670,Hand of Fate 2
1368030,ANNO: Mutationem
455980,Judgment: Apocalypse Survival Simulation
1178490,港詭實錄ParanormalHK
1016920,Unrailed!
541210,Cold Waters
494430,Praey for the Gods
337320,Paint the Town Red
361280,Turmoil
1063420,Void Crew
1123770,Curse of the Dead Gods
895870,Project Wingman
356650,Death's Gambit: Afterlife
609320,FAR: Lone Sails
1276790,Ruined King: A League of Legends Story™
4920,Natural Selection 2
622650,Bendy and the Ink Machine
594330,Visage
1164940,Trepang2
312530,Duck Game
286000,Tooth and Tail
293780,Crawl
324510,Boundless
1253920,Rogue Legacy 2
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™
1106840,Hydroneer
813230,ANIMAL WELL
1149620,Gas Station Simulator
272270,Torment: Tides of Numenera
443810,This Is the Police
603850,Age of History II
219150,Hotline Miami
915810,Midnight Ghost Hunt
385380,Planet Centauri
1126320,Being a DIK - Season 1
451340,Gold Mining Simulator
326410,Windward
2231450,Pizza Tower
555220,Detention
2005010,"Warhammer 40,000: Boltgun"
568570,Force of Nature
539470,Police Stories
860890,Factory Town
400910,Rabi-Ribi
248610,Door Kickers
332800,Five Nights at Freddy's 2
242680,Nuclear Throne
342180,Arizona Sunshine®
1649080,Two Point Campus
287980,Mini Metro
602520,NEKOPARA Vol. 3
1324780,Easy Red 2
668630,Tricolour Lovestory
318600,The Flame in the Flood
268870,Satellite Reign
1089980,The Henry Stickmin Collection
1110910,Mortal Shell
541570,Sally Face - Episode One
555160,Pavlov
236150,Starpoint Gemini 2
209080,Guns of Icarus Online
1696440,The Matchless Kungfu
328080,Rise to Ruins
420110,NEKOPARA Vol. 2
514900,>observer_
1243830,Overcooked! All You Can Eat
1043810,Tactical Breach Wizards
851100,Touhou Luna Nights
970830,The Dungeon Of Naheulbeuk: The Amulet Of Chaos
1097350,Weird West: Definitive Edition
249050,Dungeon of the ENDLESS™
503560,911 Operator
1270580,Mind Over Magic
921800,Encased: A Sci-Fi Post-Apocalyptic RPG
1227530,Partisans 1941
339800,HuniePop
366220,Wurm Unlimited
2429860,Living With Sister: Monochrome Fantasy
256290,Child of Light
48000,LIMBO
649950,Ashen
252470,Space Pirates And Zombies 2
362680,Fran Bow
1046030,ISLANDERS
865360,We Were Here Together
606800,Startup Company
633460,Tannenberg
357310,Oriental Empires
1556790,Isonzo
241260,Sherlock Holmes: Crimes and Punishments
388090,Five Nights at Freddy's 4
814370,Monster Sanctuary
1071870,Biped
1353230,Bomb Rush Cyberfunk
248820,Risk of Rain (2013)
692890,Roboquest
345180,Victor Vran ARPG
2696050,Yarimono
1049890,Little Witch Nobeta
684410,Bridge Constructor Portal
673880,"Warhammer 40,000: Mechanicus"
107100,Bastion
1608230,Planet of Lana
371970,Barony
306760,Obduction
1066890,Automobilista 2
233610,Distance
2475490,Mouthwashing
985890,Streets of Rage 4
323220,Vagante
1488200,Symphony of War: The Nephilim Saga
1097200,Twelve Minutes
341940,Hatred
290790,Grey Goo
225080,Brothers - A Tale of Two Sons
423230,Furi
1009560,The Tenants
295790,Never Alone (Kisima Ingitchuna)
1229240,Chained Echoes
1263370,Seek Girl:Fog Ⅰ
42910,Magicka
1948280,Stacklands
538100,Feel The Snow
1189630,Path Of Wuxia
388880,Oxenfree
281640,The Banner Saga 2
378720,Thea: The Awakening
1293160,The Medium
690640,Trine 4: The Nightmare Prince
250400,How to Survive
1245560,Roots of Pacha
798490,Othercide
275100,Shelter 2
537800,Bomber Crew
807120,Iratus: Lord of the Dead
1127400,Mindustry
736260,Baba Is You
682990,Drug Dealer Simulator
656350,UnderMine
1035120,Lust from Beyond
365160,Kona
557600,Gorogoa
115800,Owlboy
252610,Death Road to Canada
435530,The Final Station
654880,Dream Daddy: A Dad Dating Simulator
391730,Crashlands
1592190,BONELAB
2725260,ENDER MAGNOLIA: Bloom in the Mist
446020,Jalopy
1199030,Tainted Grail: Conquest
1188930,Chrono Ark
3059070,The Headliners
962730,Skater XL - The Ultimate Skateboarding Game
307670,Hard West
407130,Tank Mechanic Simulator
2683150,Ale & Tale Tavern
251730,Legend of Grimrock 2
493200,RiME
530890,Haydee
1958220,WitchSpring R
1310990,Bishojo Mangekyo Kotowari to Meikyu no Shojo
506610,Five Nights at Freddy's: Sister Location
421170,Indivisible
747200,Keplerth
421120,Samorost 3
323580,Jotun: Valhalla Edition
939400,LoveChoice
994730,Banner of the Maid
1432050,Nobody Saves the World
491950,Orwell: Keeping an Eye On You
1147550,Not For Broadcast
1520500,Succubus Cafe
268750,Magicite
1115690,"Yes, Your Grace"
280520,Crea
874260,The Forgotten City
303210,The Beginner's Guide
423580,Project Highrise
1126290,Lost
41070,Serious Sam 3: BFE
316790,Grim Fandango Remastered
201790,Orcs Must Die! 2
2756920,Keep Driving
824270,KovaaK's
25000,Overgrowth
346940,Shadowrun: Hong Kong - Extended Edition
857980,Void Bastards
250520,UnderRail
504210,SHENZHEN I/O
268130,Heat Signature
674500,Total Tank Simulator
35720,Trine 2: Complete Story
1578650,Citizen Sleeper
1802870,Secret Pie (Adult Version)
354140,Five Nights at Freddy's 3
598330,SimAirport
1002300,Fear & Hunger
385800,NEKOPARA Vol. 0
360940,The Mean Greens - Plastic Warfare
727130,Between the Stars
1127500,Mini Motorways
297130,Titan Souls
335670,LISA: The Painful
1274600,The Last Faith
356570,Party Hard
280740,Aperture Tag: The Paint Gun Testing Initiative
792300,The Beast Inside
234270,Ken Follett's The Pillars of the Earth
1732180,Kaiju Princess
1225570,Unravel Two
1931770,Chants of Sennaar
1515210,The Past Within
1606180,下一站江湖Ⅱ
571740,Golf It!
1434950,HighFleet
895620,Spellcaster University
329130,Reassembly
1295920,The Mortuary Assistant
897730,Among Trees
916840,The Walking Dead: Saints & Sinners
699170,Fell Seal: Arbiter's Mark
1216710,Cyber Manhunt
57300,Amnesia: The Dark Descent
2420660,Neva
334230,Town of Salem
433170,Die Young
607050,Wargroove
38700,Toki Tori
1525700,Tavern Master
364420,Roguelands
378610,Valley
619150,while True: learn()
375480,Chronicon
761620,Beholder 2
677120,Heroes of Hammerwatch
332200,Axiom Verge
410340,Liftoff®: FPV Drone Racing
1330470,F.I.S.T.: Forged In Shadow Torch
1874490,Potionomics
861650,Session: Skate Sim
2103140,Magicraft
531510,Just Shapes & Beats
1406990,NEKOPARA Vol. 4
237990,The Banner Saga
418180,Tempest: Pirate Action RPG
300550,Shadowrun: Dragonfall - Director's Cut
327890,I Am Bread
599080,The Blackout Club
1288310,Firework
318020,Act of Aggression - Reboot Edition
1097580,CUSTOM ORDER MAID 3D2 It's a Night Magic
535480,Sundered®: Eldritch Edition
743450,Monster Prom
776490,永远消失的幻想乡 ～ The Disappearing of Gensokyo
3146520,WEBFISHING
386880,Rake
1859910,Legend of Mortal
233980,UnEpic
215470,Primal Carnage
445190,Expeditions: Viking
1042780,Pine
628670,Hellpoint
252110,Lovers in a Dangerous Spacetime
347620,Gaokao.Love.100Days
1533420,Neon White
398850,Epistory - Typing Chronicles
282800,100% Orange Juice
48720,Mount & Blade: With Fire & Sword
597220,West of Loathing
896160,Evil Bank Manager
597170,Clone Drone in the Danger Zone
343710,Kholat
210770,Sanctum 2
1385380,Across the Obelisk
248860,NEO Scavenger
588040,WILL: A Wonderful World / WILL：美好世界
591370,Production Line : Car factory simulation
960690,One Step From Eden
964800,Prodeus
981430,Gordian Quest
558990,Opus Magnum
1286580,Ship of Fools
430960,Lucy -The Eternity She Wished For-
1296610,Peglin
1332720,Thief Simulator 2
1562700,SANABI
278360,A Story About My Uncle
1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-
1120810,Eastern Exorcist
1012790,Into the Radius VR
584980,Late Shift
1658040,I Am Future: Cozy Apocalypse Survival
1153640,Chorus
582270,Everything
1619750,Karryn's Prison
1143810,Black Skylands
910490,Killsquad
407330,Sakura Dungeon
1750770,Starcom: Unknown Space
758190,Dragon Cliff
499520,The Turing Test
982290,Airborne Kingdom
1937500,Let's School
382560,Hot Lava
1040420,Dreamscaper
40700,Machinarium
223830,Xenonauts
319050,Chaos Reborn
789760,DEAD OR SCHOOL
764790,The Messenger
467960,Home Behind
428660,Deliver Us The Moon
433530,Heliborne Collection
589780,The Red Strings Club
1216320,Shieldwall
785740,This Is the Police 2
1120320,Builder Simulator
503350,White Noise 2
239840,Dead State: Reanimated
435400,Hidden Folks
1109680,Regiments
1239320,Animal Shelter
1146630,Yokai's Secret
844260,Rustler (Grand Theft Horse)
2638370,Five Nights at Freddy's: Into the Pit
732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED
1978590,Anger Foot
914800,Coffee Talk
1227280,Despot's Game: Dystopian Battle Simulator
1785150,Friends vs Friends
520950,DRIFT CE
22100,Mount & Blade
1063660,Bendy and the Dark Revival
596970,Sunless Skies: Sovereign Edition
471010,Seven: Enhanced Edition
595690,One Hour One Life
1240210,There Is No Game: Wrong Dimension
873940,Crying Suns
1745510,Lunacid
1627570,The Plucky Squire
965580,Root
703700,Our End of the World
814540,Changed
1410710,Democracy 4
2111190,MULLET MADJACK
677160,We Were Here Too
651670,Star Renegades
617160,Home Sweet Home
816340,Kingdom Rush Origins - Tower Defense
1231560,Aurelia
1390350,Webbed
314660,Oddworld: New 'n' Tasty
242840,In Verbis Virtus
1504500,OPUS: Echo of Starsong - Full Bloom Edition
2695940,PANICORE
38720,RUSH
1220010,Home Behind 2
2195410,Songs of Silence
1684170,Fetish Locator Week Two
239350,Spelunky
469820,Genital Jousting
1585220,Melatonin
245470,Democracy 3
417880,Everybody's Gone to the Rapture
1195290,Moncage
537110,Angels of Death
1280930,Astral Ascent
1179080,FAITH: The Unholy Trinity
2666510,Rusty's Retirement
714120,Little Misfortune
418530,Spelunky 2
402180,Sakura Swim Club
938560,INMOST
1123050,GRIME
208140,ENDLESS™ Space - Definitive Edition
40800,Super Meat Boy
525510,"Guns, Gore and Cannoli 2"
300570,Infinifactory
1981820,Strike Force Heroes
288160,The Room
686200,Door Kickers: Action Squad
359310,Evoland 2
1793250,Take Me To The Dungeon!!
360830,Yooka-Laylee
274900,Murder Miners
939600,LOVE³ -Love Cube-
617480,Tower of Time
296970,Renowned Explorers: International Society
1083880,Princess & Conquest
846470,Moss
1123830,Farm Manager 2021
598700,The Vagrant
342380,Sakura Angels
236090,Dust: An Elysian Tail
1092660,Blair Witch
448280,Job Simulator
461950,Beat Cop
1497440,COCOON
523650,Lust for Darkness
1267910,Melvor Idle
250620,Among the Sleep - Enhanced Edition
2849080,Kingdom Rush 5: Alliance TD
1062160,Poly Bridge 2
753420,Dungreed
1173220,Bleak Faith: Forsaken
241600,Rogue Legacy
1458100,Cozy Grove
416210,Block'hood
2291680,The Arrogant Kaiju Princess and The Detective Servant
486310,Meadow - A Shelter Game
397060,Faeria
569860,Thimbleweed Park™
344850,Big Pharma
1747760,Momodora: Moonlit Farewell
215530,The Incredible Adventures of Van Helsing
484900,Aven Colony
1328350,Turbo Overkill
1454400,Cookie Clicker
861540,Dicey Dungeons
698640,Deep Sky Derelicts
95400,ibb & obb
471550,Nine Parchments
1590910,Forgive Me Father
1069650,Ultimate Admiral: Age of Sail
301860,Submerged
705120,Death Coming/死神来了
38740,EDGE
1280780,War on the Sea
528230,SYNTHETIK: Legion Rising
1286350,BPM: BULLETS PER MINUTE
254200,FortressCraft Evolved!
231200,Kentucky Route Zero: PC Edition
679900,Swords & Souls: Neverseen
2217000,Rivals of Aether II
733460,First Feudal
562860,Ion Fury
375820,Human Resource Machine
373770,LiEat
858210,Nova Drift
234650,Shadowrun Returns
574720,Little Big Workshop
572430,Party Hard 2
1477810,Robolife-Days with Aino
436320,Raw Data
218680,Scribblenauts Unlimited
438270,Learn Japanese To Survive! Hiragana Battle
331500,Executive Assault
261180,Lethal League
893850,THE LONGING
1974520,Dusk Pub - Adult Only
551770,ECHO
521150,Another Brick in The Mall
1051200,Trover Saves the Universe
439190,Stories: The Path of Destinies
1384630,SWORD x HIME
1570010,FAR: Changing Tides
582550,Passpartout: The Starving Artist
469610,Rick and Morty: Virtual Rick-ality
314410,Rampage Knights
1501610,Nova Lands
473950,Manifold Garden
261470,Distant Worlds: Universe
224760,FEZ
1546010,Fallen girl - Black rose and the fire of desire
371200,Halcyon 6: Starbase Commander
253430,CastleMiner Z
361300,Mother Russia Bleeds
1563180,Internet Cafe Simulator 2
1808680,Snufkin: Melody of Moominvalley
1043260,Gladiator Guild Manager
572890,Pikuniku
1796220,Laika: Aged Through Blood
434460,Rock of Ages 2: Bigger & Boulder™
252330,Slender: The Arrival
246420,Kingdom Rush  - Tower Defense
799640,Dungeon Munchies
393520,Iconoclasts
404540,Nex Machina
361550,Cradle
1108370,Ratropolis
1746030,Murders on the Yangtze River
474750,Reigns
990630,The Last Campfire
930210,HuniePop 2: Double Date
1104330,Founders' Fortune
208750,Apotheon
342310,RIOT: Civil Unrest
396900,GRIP: Combat Racing
581630,Sword With Sauce
1108590,Eldest Souls
323320,Grow Home
600480,Megaquarium
314790,Silence
821880,Idol Manager
359230,Lethis - Path of Progress
343860,Tacoma
996770,Moving Out
370360,TIS-100
1547890,Let's Build a Zoo
1051310,Paper Dolls: Original / 纸人
593280,Cat Quest
1080020,Electrician Simulator
1394800,Rebirth:Mr Wang
1293180,SuchArt: Genius Artist Simulator
363930,Dead Age
1043390,FlowScape
1901370,Ib
322190,SteamWorld Heist
1349230,5D Chess With Multiverse Time Travel
553310,Lethal League Blaze
2873080,The NOexistenceN of you AND me
366320,Seasons after Fall
1604000,Milk outside a bag of milk outside a bag of milk
1801110,BOKURA
1557740,ROUNDS
661790,Witch Hunt
1148150,Man of the House
578620,GORN
384110,Pathologic Classic HD
322110,20XX
257030,Project Nimbus: Complete Edition
269790,DreadOut
739650,Drake Hollow
1983260,Dungeons of Hinterberg
745880,Touhou Tenkuushou ~ Hidden Star in Four Seasons.
313740,Sakura Spirit
555150,The First Tree
1202200,Paleo Pines
253840,Shantae: Half-Genie Hero
718590,Dark Devotion
1037020,ScourgeBringer
1161170,The Rewinder
1462570,Lost in Random™
1682970,Uncrashed : FPV Drone Simulator
340150,Basement
470260,Event[0]
1654660,En Garde!
299950,GET EVEN
394760,Dead Effect 2
458710,Kingdom Rush Frontiers - Tower Defense
269650,Dex
249630,Delver
1260820,Third Crisis
283160,House of the Dying Sun
1055540,A Short Hike
635320,Last Day of June
35700,Trine Enchanted Edition
537340,Guts and Glory
1097880,Super Naughty Maid 2
280180,Hover
937170,Otaku's Adventure
1265820,Fights in Tight Spaces
702670,Donut County
1534980,Terminus: Zombie Survivors
1172450,Carto
2200780,My Dream Setup
432100,Negligee
571310,SteamWorld Dig 2
873840,Truck & Logistics Simulator
1875060,Reus 2
358090,D4: Dark Dreams Don’t Die -Season One-
1155970,Roadwarden
2366980,Thank Goodness You're Here!
206190,Gunpoint
259680,Tales of Maj'Eyal
787810,Rogue Heroes: Ruins of Tasos
870200,Juno: New Origins
231160,The Swapper
427250,8-Bit Armies
1272160,The Life and Suffering of Sir Brante
1012840,Moons of Madness
809230,Unity of Command II
2754380,The Roottrees are Dead
1390410,Midnight Fight Express
384740,CAT Interstellar
224480,Octodad: Dadliest Catch
979120,Autonauts
2455060,Taboo Trial
1996010,Crow Country
2073250,Rift of the NecroDancer
405640,Pony Island
306660,Ultimate General: Gettysburg
1340480,The Cosmic Wheel Sisterhood
906100,Observation
325210,Arctico
1181140,PerfectLover
204340,Serious Sam II
1186400,West Sweety
1227690,Severed Steel
842100,Daymare: 1998
2533960,SUMMERHOUSE
1157220,Nebuchadnezzar
515960,Martha Is Dead
1786790,Magical Girl Celesphonia
340490,Subterrain
343780,Cat Goes Fishing
250340,Blockland
860950,Mark of the Ninja: Remastered
1082430,Before Your Eyes
235800,Audiosurf 2
2365810,Pseudoregalia
317820,Guild of Dungeoneering Ultimate Edition
1433570,Car Detailing Simulator
552590,The Sexy Brutale
345820,Shantae and the Pirate's Curse
242880,"Sir, You Are Being Hunted"
1670870,MADiSON
247000,Talisman: Digital Classic Edition
1111460,小白兔电商~Bunny e-Shop
432350,Epic Battle Fantasy 5
91700,E.Y.E: Divine Cybermancy
543260,Wonder Boy: The Dragon's Trap
353640,Train Valley
246110,MASSIVE CHALICE
400170,The Incredible Adventures of Van Helsing: Final Cut
422970,Devil Daggers
455820,Omensight: Definitive Edition
994220,NEOVERSE
485980,Syrian Warfare
394970,DEADBOLT
1213700,Spirit of the North
274270,NOT A HERO
931500,Touhou Genso Wanderer -Reloaded-
1102130,Florence
292910,Deponia: The Complete Journey
483980,Mad Father
331870,AER Memories of Old
219890,Antichamber
589590,Kindergarten
623940,HIVESWAP: ACT 1
466130,White Day: A Labyrinth Named School
956030,Creaks
250560,Fight The Dragon
239070,Hammerwatch
1231990,Gestalt: Steam & Cinder
1975440,Under The Waves
550320,art of rally
426000,HunieCam Studio
1042490,Call of the Sea
1684930,CULTIC
1264670,The Wind Road
1930640,Lost2
723090,Meltys Quest
1049320,River City Girls
887450,Tunche
843810,A Perfect Day
1465070,Legendary Tales
1411740,Urbek City Builder
251130,Chroma Squad
485460,The Banner Saga 3
1138850,Heavenly Bodies
896890,VR Paradise - Steam Edition
408410,X-Morph: Defense
2273980,Orcs Must Die! Deathtrap
263760,Turbo Dismount™
823910,Last Evil
775940,Rise of Liberty
1457080,The Mageseeker: A League of Legends Story™
392580,WARSHIFT
790740,Tick Tock: A Tale for Two
312200,Chasm
934780,American Fugitive
222750,Wargame: Airland Battle
587520,Dungeons of Sundaria
382140,SKYHILL
791330,Fallen ~Makina and the City of Ruins~
368620,Timespinner
233720,Surgeon Simulator
274500,Brigador: Up-Armored Edition
425210,Shadwen
495560,Farm Manager 2018
232790,Broken Age
583470,The End Is Nigh
1147860,UFO 50
425580,The Room Two
726110,Overcrowd: A Commute 'Em Up
1018800,DEEEER Simulator: Your Average Everyday Deer Game
606230,Thea 2: The Shattering
335000,Tormentum - Dark Sorrow
231330,Deadfall Adventures
1255560,Myst
991170,Barn Finders
434030,Aerofly FS 2 Flight Simulator
94400,Nidhogg
559210,Rakuen
1291010,Warpips
1061090,Jump King
1461810,《蜀山：初章》买断版
1544360,LEGO® Builder's Journey
1250760,Far Away
1166290,Death and Taxes
1186640,Pumpkin Jack
1755830,Astrea: Six-Sided Oracles
2654470,BUNNY GARDEN
2201940,Ship Graveyard Simulator 2
927250,Bladed fury
270210,Melody's Escape
313780,Conarium
1358250,City of Broken Dreamers: Book One
406970,The Uncertain: Last Quiet Day
434170,The Jackbox Party Pack 3
844850,Tower Hunter: Erza's Trial
574980,Them's Fightin' Herds
2442460,Citizen Sleeper 2: Starward Vector
221540,DG2: Defense Grid 2
356400,Thumper
506900,Downward: Enhanced Edition
1374970,Moonscars
1276660,Tinkertown
222730,Reus
1003590,Tetris® Effect: Connected
416680,Zombie Night Terror
251470,TowerFall Ascension
665090,The Initial
414190,Junk Jack
924750,Harold Halibut
433100,The Town of Light
224500,Gnomoria
828070,Treasure Hunter Claire
763180,Anima Flux
744190,Rusty Lake Paradise
1713810,Lumencraft
416600,Full Metal Furies
833360,Star Valor
430210,Megaton Rainfall
824600,HROT
211400,Deadlight
2127010,Handyman Legend
26800,Braid
324260,VoidExpanse
286040,Dead Effect
284460,DeadCore
1104660,MO:Astray
296470,Mount Your Friends
1256610,Dream Date
1579380,Shadow Tactics: Aiko's Choice
834740,Circle Empires
2656540,Ballads of Hongye: REBORN
2289720,Kaiju Princess 2
200900,Cave Story+
359840,Shift Happens
70400,Recettear: An Item Shop's Tale
1136160,Internet Cafe Simulator
506500,Party Panic
979070,Just Die Already
898890,Endling - Extinction is Forever
2075720,9 Days
322210,"Guns, Gore & Cannoli"
604240,Shotgun Farmers
318230,Convoy
716710,東方憑依華　～ Antinomy of Common Flowers.
41000,Serious Sam HD: The First Encounter
1372320,Cloud Gardens
633360,Remothered: Tormented Fathers
1328840,Lost in Play
1933650,The Imperial Gatekeeper
555880,Sairento VR
1590730,Helping the Hotties
1059990,Trombone Champ
1371720,Card Shark
1714320,Find Love or Die Trying
542050,Forgotton Anne
1227780,Taur
402020,The Park®
1876590,I Am Your Beast
347800,Ghost Song
296710,Monstrum
899970,NEKOPARA Extra
1402120,9 Years of Shadows
17710,Nuclear Dawn
