appid,hw_ram_gb,hw_storage_gb,hw_has_gpu_req,parse_success
1249080,1.0,0.488,1,True
1776170,8.0,20.0,1,True
1871620,4.0,1.0,0,True
729570,1.0,0.098,0,True
1488650,2.0,0.488,1,True
264340,1.0,0.293,0,True
370940,1.0,0.513,1,True
1154080,2.0,3.0,0,True
373620,1.0,0.488,0,True
1965390,2.0,1.0,0,True
2341760,4.0,0.293,1,True
2264820,2.0,4.0,1,True
899960,2.0,1.0,1,True
1096060,4.0,3.0,0,True
1302860,4.0,0.488,1,True
50000,0.5,0.654,1,True
343840,1.0,0.83,0,True
268240,1.0,2.0,0,True
1797610,2.0,2.0,0,True
1093520,2.0,1.0,1,False
2452920,4.0,1.0,1,True
3169750,0.586,1.0,0,True
324390,2.0,1.0,1,True
552390,2.0,0.244,1,True
368050,1.0,0.293,0,True
567980,4.0,0.488,1,True
337670,2.0,0.195,1,True
608660,4.0,1.0,1,True
740090,1.0,2.0,1,True
657290,2.0,0.342,0,False
1036370,2.0,2.0,1,True
2206560,0.25,0.146,1,True
287120,2.0,2.0,1,True
2338120,4.0,4.0,1,True
2158740,4.0,2.0,0,True
973220,1.0,0.488,1,True
1028440,2.0,0.183,1,True
304670,1.0,0.098,0,True
644080,2.0,0.391,0,True
933770,2.0,0.146,0,True
583890,1.0,1.0,1,True
1969650,4.0,1.0,1,True
718200,0.5,0.391,0,True
1464550,1.0,0.029,0,True
1304470,8.0,0.293,0,True
756240,1.0,0.232,0,True
1571380,8.0,1.0,1,True
454890,1.0,0.098,0,True
2497210,2.0,2.0,0,False
377760,4.0,0.304,0,True
262590,2.0,0.391,1,True
1322650,2.0,0.034,0,False
1698520,2.0,0.195,0,True
2707110,0.002,1.0,1,True
2821890,2.0,0.391,1,True
408110,0.5,0.098,1,True
1352910,1.0,0.01,0,True
2246400,4.0,6.0,1,True
2680680,4.0,0.488,0,True
347690,2.0,0.5,0,True
1654130,16.0,10.0,1,True
380680,2.0,0.781,0,True
2011860,4.0,2.0,1,True
2423070,0.002,2.0,0,True
1187600,1.0,3.0,1,True
1792270,4.0,3.0,1,True
749860,2.0,0.098,1,True
392190,4.0,0.293,1,True
2413640,2.0,0.195,1,True
1938850,2.0,0.317,1,True
857470,1.0,0.781,0,True
2601030,8.0,10.0,1,True
1695480,4.0,0.195,0,True
434620,0.5,0.098,1,True
510520,4.0,0.488,0,True
708950,2.0,0.098,0,True
2118500,2.0,0.098,0,True
402150,2.0,0.684,0,False
624320,2.0,0.342,1,False
2264930,0.25,4.0,0,True
751220,4.0,0.195,1,True
821320,4.0,0.503,1,True
409390,4.0,0.732,1,True
725410,4.0,5.0,1,True
1624830,2.0,0.293,1,True
1335940,8.0,0.488,1,True
932570,2.0,1.0,1,True
984470,2.0,4.0,0,True
1504340,0.25,0.098,0,True
1110720,2.0,4.0,0,True
1832050,2.0,1.0,1,False
2468670,1.0,0.684,1,True
2015950,4.0,0.586,1,True
989430,1.0,0.488,0,True
1669330,4.0,2.0,1,True
1019590,4.0,0.391,0,True
1545250,1.0,0.586,0,True
344480,2.0,0.146,0,True
2951520,4.0,2.0,1,True
610840,2.0,0.244,1,True
405650,2.0,0.073,0,False
20700,0.125,0.098,0,True
448160,0.25,0.098,1,True
1005450,2.0,0.391,1,True
964130,2.0,0.244,0,True
1505700,1.0,0.41,0,True
1043150,4.0,0.488,1,True
261940,1.0,2.0,0,True
1661920,1.0,0.488,0,True
314360,2.0,4.0,1,True
3269860,16.0,1.0,1,True
1261760,2.0,1.0,0,False
2333240,4.0,0.684,1,True
1577240,6.0,6.7,1,True
2450570,4.0,2.0,1,True
1933970,1.0,0.244,0,True
628460,0.5,0.244,1,True
709920,1.0,0.244,0,True
818360,8.0,2.0,0,True
714280,2.0,0.5,0,True
839020,4.0,2.0,1,True
486440,8.0,4.0,1,True
2180740,1.0,0.225,0,True
1497330,8.0,16.0,1,True
865180,0.25,1.0,1,True
581760,0.5,0.098,0,True
216090,1.0,0.439,0,True
3400040,16.0,3.0,1,True
2173760,8.0,1.143,1,True
206690,0.5,0.146,1,True
867050,1.0,2.0,1,True
774561,1.0,0.381,0,True
887340,4.0,0.488,1,True
1133070,1.0,0.293,1,True
319270,1.0,0.098,0,True
1997190,1.0,0.195,0,True
605920,4.0,0.195,0,True
3207880,2.0,0.293,1,True
1258710,4.0,0.684,0,True
2258010,1.0,0.195,0,True
503650,1.0,1.0,1,True
657070,1.0,0.488,0,True
666940,2.0,0.391,1,True
467310,1.0,0.391,0,True
343930,2.0,0.244,0,False
620410,0.5,2.0,0,True
917380,1.0,2.0,0,True
2025700,0.5,0.684,1,True
2995650,1.0,1.0,0,True
237760,2.0,0.439,1,True
1596980,4.0,0.293,1,True
552030,1.0,0.146,1,True
1611290,8.0,2.0,1,True
1792890,0.5,0.586,1,True
667800,8.0,3.0,1,True
783940,2.0,0.098,1,True
3110010,4.0,0.195,1,True
2191190,2.0,0.391,1,True
807230,2.0,2.0,1,True
487040,1.0,0.439,1,True
361930,0.5,0.293,1,True
1892950,2.0,1.0,0,False
262770,1.0,0.488,0,True
2368190,4.0,1.465,1,True
297590,2.0,0.586,1,True
757330,0.25,0.015,1,True
882040,0.5,0.146,0,True
375030,1.0,2.0,0,True
341680,4.0,0.098,1,True
437550,8.0,2.0,1,True
1534260,2.0,0.195,1,True
456430,0.5,0.36,1,True
1174090,4.0,5.0,1,True
1304420,2.0,0.488,1,True
416180,2.0,0.039,1,True
1422750,4.0,2.0,1,True
3011850,16.0,3.0,1,True
662990,0.5,0.293,1,True
1098370,4.0,6.0,1,True
529900,1.0,0.391,1,True
559960,4.0,0.293,1,True
1458930,2.0,0.781,1,True
457810,2.0,0.146,0,True
1388860,2.0,3.0,1,True
1228870,4.0,5.0,1,True
549740,4.0,0.195,1,True
1882420,4.0,1.0,1,True
1354240,1.0,1.0,0,True
1048270,4.0,0.195,0,True
1950200,8.0,3.0,1,True
491330,0.5,0.293,0,True
1492620,1.0,0.098,1,True
1918300,0.039,1.0,1,True
1747450,4.0,4.0,1,True
207570,1.0,0.293,0,True
1404560,2.0,2.0,1,True
2317300,2.0,3.0,1,False
1098510,4.0,8.0,1,True
651280,0.25,1.0,0,True
2084180,2.0,0.548,0,False
1066140,2.0,3.0,1,True
1036260,8.0,10.0,1,True
736250,8.0,4.0,1,True
1302780,1.0,1.0,0,True
656740,1.0,1.0,0,True
822040,0.5,0.586,0,True
1131410,2.0,0.488,0,True
111100,0.5,0.098,0,True
1851910,2.0,2.0,0,True
2357950,4.0,1.0,0,True
2056490,2.0,0.488,1,True
3140130,1.0,0.488,1,True
320150,2.0,1.465,1,True
2098070,2.0,2.0,0,False
2203990,4.0,3.0,1,True
576420,0.5,0.098,1,True
1490590,2.0,2.0,0,True
2826400,8.0,5.0,1,True
1557700,2.0,15.0,1,True
990640,2.0,0.195,1,True
552060,8.0,2.0,1,True
394550,1.0,0.098,0,True
1188330,1.0,0.068,0,True
339290,0.5,0.068,0,True
799260,2.0,0.488,1,True
437690,2.0,0.049,0,True
3010090,4.0,2.0,1,True
2635930,2.0,0.146,0,True
544310,4.0,0.098,1,True
518730,0.5,0.342,0,True
527740,0.5,0.098,0,True
932330,2.0,0.195,0,True
2600720,8.0,1.0,1,True
945440,0.5,0.391,1,True
640090,2.0,2.0,1,True
1183500,1.0,0.195,1,True
727640,0.25,0.244,0,True
3077400,4.0,2.0,1,True
62100,0.5,0.176,0,True
109200,0.264,0.074,0,True
1705220,8.0,10.0,1,True
2797180,4.0,1.0,1,True
2174720,0.684,0.684,0,True
292200,0.5,0.127,1,True
888010,2.0,1.0,0,True
2475980,2.0,0.894,1,True
1271380,0.5,0.293,0,True
1000640,2.0,1.465,0,True
2461780,2.0,2.0,1,True
1164750,16.0,3.516,1,True
3351140,8.0,10.0,1,True
1878920,4.0,4.0,1,True
568460,1.0,0.293,0,True
1158720,1.0,0.244,0,True
759000,0.5,0.195,0,True
1010240,0.5,0.635,0,True
1515490,2.0,0.488,1,True
904130,1.0,0.488,0,True
308460,1.0,0.781,0,True
251910,2.0,0.293,1,True
1321030,2.0,1.0,0,True
2072140,1.0,0.244,0,True
1607670,0.5,0.195,0,True
1215770,0.002,0.586,0,True
645380,0.125,0.146,0,True
1954520,4.0,4.0,0,True
885120,2.0,1.0,0,False
565180,0.25,0.098,1,True
1533050,1.0,0.059,1,True
1268290,4.0,0.293,1,True
896670,1.0,0.293,0,True
391170,0.5,0.044,1,True
2505250,4.0,1.0,0,True
869350,1.0,0.391,0,True
1233950,2.0,1.0,0,False
496740,8.0,6.0,1,True
1137330,4.0,2.93,1,True
462860,1.0,0.293,0,True
543270,1.0,0.098,0,True
664450,4.0,3.0,1,True
677280,2.0,0.244,0,True
446310,2.0,1.0,0,False
961660,0.25,0.195,0,True
894270,2.0,1.0,1,True
2590810,4.0,1.0,1,True
2242220,8.0,1.0,1,True
858040,2.0,1.0,0,False
1198510,1.0,1.0,0,True
1471960,1.0,0.195,1,True
438180,0.125,0.068,0,True
2289400,8.0,10.0,1,True
1345440,1.0,3.0,1,True
777790,1.0,4.0,0,True
503280,2.0,9.0,1,True
676130,2.0,1.0,0,True
1366700,2.0,3.0,1,True
437390,2.0,0.293,1,True
452920,2.0,0.293,0,True
304850,1.0,2.0,0,True
2431840,0.004,1.0,1,True
2522270,4.0,2.0,0,True
284220,0.5,0.488,1,True
1460250,0.25,0.25,1,True
313590,2.0,4.0,1,True
1095790,4.0,2.0,0,True
1778720,8.0,5.0,1,True
1267810,1.0,0.125,0,True
698790,4.0,3.0,1,True
558780,1.0,0.732,1,True
914170,2.0,0.703,0,True
65080,2.0,2.0,0,True
2712480,2.0,1.0,1,True
628550,1.0,0.098,0,True
1459870,4.0,0.195,0,True
458540,2.0,0.098,0,True
267340,0.5,0.342,0,True
1671250,3.0,0.107,1,True
460910,1.0,0.195,0,True
2816940,8.0,10.0,1,True
748890,2.0,1.0,0,False
2481930,4.0,3.0,1,True
943190,1.0,0.098,0,True
476490,2.0,1.0,0,False
371320,1.0,0.488,0,True
448610,1.0,1.0,0,True
1955390,4.0,4.0,1,True
654500,0.5,0.195,1,True
941730,4.0,0.195,0,True
2109400,1.0,0.195,0,True
204220,2.0,0.488,1,True
1182470,1.0,0.488,0,True
1311510,8.0,1.0,1,True
581060,2.0,1.0,1,True
2012530,1.0,0.195,0,True
263460,1.0,0.342,1,True
1346740,1.0,2.0,0,True
1108740,4.0,10.0,1,True
564700,0.25,0.195,0,True
296050,0.5,0.171,0,True
778840,2.0,2.0,1,True
1262930,4.0,15.0,0,True
2204900,2.0,0.293,1,True
941480,4.0,1.0,1,True
2176450,2.0,0.459,1,True
1720160,2.0,1.0,0,True
2305490,8.0,0.488,1,True
2516820,1.0,0.488,0,True
1608660,4.0,2.0,1,True
2251580,2.0,1.0,0,False
945340,2.0,0.488,0,True
557580,1.0,1.0,1,True
2327820,1.0,0.146,0,True
1177110,16.0,1.0,1,True
1257210,4.0,0.879,1,True
1050510,0.5,0.586,0,True
343810,0.002,1.0,0,True
413500,2.0,1.0,1,True
333260,2.0,0.488,1,False
1970450,4.0,0.879,0,True
2781210,4.0,0.098,0,True
2101290,1.0,0.244,0,True
1036660,2.0,5.0,1,True
729370,2.0,4.0,1,True
1076720,6.0,1.0,1,True
1265850,4.0,0.195,0,True
2715060,8.0,6.0,1,True
454190,0.25,0.098,1,True
2613800,8.0,0.391,1,True
356100,2.0,0.5,0,True
1416460,6.0,2.0,1,True
512230,2.0,0.586,1,True
1202580,1.0,0.977,0,True
2326020,0.002,0.488,0,True
1092980,3.0,0.195,1,True
1114900,4.0,5.0,1,True
1270460,8.0,3.0,1,True
817230,2.0,3.0,1,True
370150,2.0,0.098,0,False
864300,0.25,0.015,1,True
416110,2.0,0.098,1,False
1356480,4.0,0.195,0,True
2233850,1.0,0.244,0,True
1034150,4.0,0.488,0,True
395140,0.5,0.195,0,True
1501490,4.0,1.0,1,True
2085040,2.0,0.586,1,True
1327820,4.0,0.293,1,True
390220,0.016,0.024,0,True
2619900,2.0,0.371,0,True
567580,1.0,1.562,0,True
2338910,0.488,0.488,1,True
391140,2.0,0.176,1,True
385070,2.0,0.488,0,False
890130,4.0,3.0,1,True
1007630,1.0,0.098,0,True
817860,1.0,0.684,0,True
658150,2.0,0.03,0,True
2249700,8.0,2.0,1,True
295630,0.5,0.5,1,True
1176020,2.0,1.0,1,True
513340,0.5,0.732,0,True
2104560,4.0,10.0,1,True
2084010,6.0,3.0,1,True
2305900,1.0,0.195,1,True
1013130,0.5,0.488,1,True
1239660,2.0,1.0,0,False
8970,1.0,0.781,1,True
1011830,1.0,0.488,1,True
1417720,1.953,0.098,1,True
379640,0.125,0.039,0,True
392610,4.0,0.293,1,True
2019360,1.0,0.244,0,True
1677140,1.0,1.0,1,True
1091250,2.0,0.039,0,True
1968540,2.0,1.0,0,False
1225070,1.0,2.0,1,True
302970,2.0,1.0,0,True
461230,0.5,0.068,0,True
3201210,8.0,12.0,1,True
678310,1.0,0.391,1,True
582990,4.0,3.0,1,True
524120,8.0,0.439,1,True
355270,0.5,0.391,0,True
384480,0.488,1.074,0,True
489720,1.0,0.342,0,True
2174900,2.0,1.0,0,False
977300,1.0,1.0,1,True
669380,1.0,0.537,1,True
1276750,2.0,0.195,0,True
1232100,1.0,0.684,1,True
1766000,4.0,2.0,1,True
774221,4.0,0.262,1,True
1264350,0.5,0.146,1,True
338760,4.0,0.098,1,True
530920,2.0,0.293,0,True
570860,2.0,1.0,1,True
1559570,1.0,0.293,0,True
1842470,8.0,5.0,1,True
1614380,1.953,5.859,1,True
2061300,4.0,3.0,0,True
704470,8.0,0.635,1,True
490690,0.5,0.322,0,True
734120,8.0,0.586,1,True
1222090,0.195,0.195,1,True
441670,0.5,0.125,0,True
1625930,8.0,4.0,0,True
1121720,2.0,0.195,0,True
370920,2.0,1.0,0,False
718730,2.0,0.195,1,True
1714050,4.0,0.098,0,True
1388230,2.0,1.0,1,True
1232330,8.0,0.195,1,True
592660,0.5,1.172,0,True
200980,0.5,0.293,1,True
2390520,4.0,0.293,0,True
1481910,2.0,0.488,1,True
3213430,2.0,0.391,0,True
2486730,4.0,1.0,1,True
618920,4.0,0.488,1,True
321940,2.0,2.0,1,True
1014040,0.488,1.0,1,True
1362310,8.0,0.488,1,True
1515740,0.5,1.0,0,True
887160,0.5,0.146,1,True
314330,1.0,0.5,0,True
561450,0.5,0.488,0,True
820030,0.5,0.205,0,True
1313810,2.0,3.0,0,True
747470,2.0,1.0,1,True
595560,1.0,0.879,1,True
1122490,2.0,1.0,0,True
560300,1.0,0.098,0,True
2719130,4.0,4.0,1,True
1359900,2.0,0.488,1,True
2412140,1.0,0.244,0,True
2520580,8.0,15.0,1,True
2398430,2.0,0.195,1,True
601570,1.0,0.488,0,True
1033220,2.0,0.098,1,True
1610230,2.0,0.195,0,False
1690440,1.0,2.0,0,True
449450,1.0,0.029,1,True
1776840,0.391,0.293,0,True
1750350,1.0,2.0,1,True
1414020,0.031,0.098,0,True
1401320,4.0,1.0,0,True
1292240,2.0,0.342,1,True
564470,3.0,1.0,0,True
764590,1.0,0.781,1,True
289260,1.0,2.0,0,True
1521930,2.0,3.0,1,True
18300,2.0,1.0,1,True
1898670,0.5,0.586,1,True
2318810,2.0,0.488,1,False
1706090,1.0,0.293,0,True
2093900,2.0,0.391,1,True
1623080,4.0,2.0,1,True
223450,1.0,1.306,0,True
336110,2.0,0.488,0,True
513480,4.0,1.0,1,True
3188960,4.0,7.0,1,True
528430,4.0,4.0,1,True
2640520,0.5,0.195,0,True
2332930,1.0,0.244,0,True
394290,0.25,0.098,0,True
1271090,2.0,0.391,1,True
1244380,1.0,1.0,1,True
874370,2.0,0.684,1,True
833910,2.0,0.488,1,True
2417490,8.0,1.0,0,True
1021850,1.0,0.488,1,True
1307380,0.5,2.0,0,True
368760,2.0,1.0,1,True
1415570,4.0,3.0,0,True
1726870,8.0,10.0,1,True
1255740,2.0,4.0,1,True
1528050,2.0,0.101,1,True
840610,2.0,0.293,1,True
429690,1.0,0.117,0,True
3188050,4.0,10.0,1,True
925900,2.0,2.0,0,True
398460,2.0,0.293,0,True
1110620,2.0,1.0,1,True
304290,2.0,0.049,0,False
3111680,8.0,3.0,1,True
1037760,6.0,3.0,1,True
914400,8.0,2.0,1,True
1458690,8.0,5.0,1,True
3187770,8.0,1.0,0,True
783200,0.5,0.088,0,True
1133930,4.0,0.488,1,True
2687530,8.0,7.0,1,True
1222340,4.0,2.0,1,True
730920,0.25,0.049,0,True
2707040,2.0,0.244,0,True
290380,1.0,1.0,0,True
458170,1.0,0.146,1,True
544650,0.5,1.953,0,True
2412150,1.0,0.186,0,True
931860,4.0,1.0,0,True
434220,1.0,0.146,0,True
1247110,4.0,3.0,1,True
542030,4.0,2.0,1,True
1364690,2.0,1.0,1,True
377660,2.0,0.195,1,False
1188080,0.391,0.391,0,True
1173940,1.0,0.391,1,True
292570,1.0,0.293,1,True
444270,1.0,0.488,0,True
2553840,8.0,1.0,1,True
334140,2.0,0.195,1,False
1442300,8.0,1.0,1,True
931470,1.0,0.488,1,True
1826290,4.0,1.367,1,True
761320,2.0,0.015,1,True
561340,2.0,0.141,0,True
1228410,2.0,1.0,1,True
741520,2.0,3.0,1,True
1389900,4.0,4.0,1,True
719660,0.5,0.195,0,True
246980,2.0,2.0,1,True
491060,0.5,0.125,1,True
1228560,1.0,0.488,1,True
1298530,4.0,2.0,1,True
2139440,4.0,0.195,0,True
2180350,4.0,0.5,1,True
750850,8.0,5.0,1,True
1117880,0.25,0.265,1,True
2108060,4.0,1.0,1,True
1250300,4.0,4.0,1,True
3238510,2.0,1.0,0,True
1054110,8.0,5.0,1,True
1059460,4.0,4.0,1,True
612640,4.0,4.0,1,True
578430,2.0,1.0,1,True
2939550,16.0,4.0,1,True
2324390,0.586,0.146,0,True
3031590,1.0,0.488,1,True
524030,8.0,0.547,1,True
503550,1.0,0.586,0,True
1185470,4.0,7.0,1,True
2620500,8.0,1.0,0,True
1861500,2.0,0.004,0,False
1014280,0.5,0.312,0,True
1217190,8.0,3.0,0,True
511630,4.0,0.391,1,True
355350,2.0,2.0,0,True
2484500,12.0,8.0,1,True
1983270,4.0,4.0,1,True
721390,2.0,0.488,1,True
789260,1.0,0.293,1,True
2884590,4.0,1.0,1,True
540060,0.5,0.528,0,True
1527880,4.0,3.0,0,True
1013650,2.0,0.039,0,True
2260530,4.0,0.488,1,True
263960,1.0,0.5,1,True
516580,4.0,1.27,1,True
439770,2.0,1.0,0,False
1620410,8.0,20.0,1,True
615670,1.0,0.146,0,True
1710750,4.0,5.0,1,True
372830,1.0,0.098,0,True
2339930,2.0,3.0,1,True
1091390,0.031,0.028,0,True
1170340,1.0,0.293,0,True
837940,0.5,0.586,0,True
1307870,2.0,2.0,1,True
2847380,4.0,0.293,1,True
2154760,4.0,2.0,1,True
1249510,1.0,0.195,1,True
2435310,4.0,0.488,1,True
2658690,4.0,0.293,0,True
278640,1.0,1.0,0,True
2958780,8.0,5.0,1,True
1305760,2.0,0.161,1,True
1010100,8.0,2.0,1,True
561000,0.5,0.528,0,True
2352040,2.0,1.0,0,True
1586820,0.004,2.0,1,True
755950,0.5,0.195,1,True
2195400,8.0,1.0,1,True
2811200,2.0,1.0,0,True
1842510,1.0,0.488,0,True
329320,1.0,0.098,0,True
639460,8.0,5.0,1,True
2649190,8.0,10.0,1,True
872990,0.5,0.029,0,True
850760,2.0,0.488,1,True
1284870,4.0,4.0,1,True
1334020,2.0,0.293,0,True
347040,1.0,0.391,1,True
281060,2.0,0.391,0,False
2010830,1.0,1.0,1,True
1422200,4.0,0.098,0,True
1948870,0.488,2.441,0,True
1681480,6.0,1.0,1,True
457340,4.0,2.0,1,True
836080,4.0,0.586,1,True
339160,1.0,0.098,0,True
954150,4.0,0.488,1,True
2073710,2.0,1.0,1,True
349100,0.062,0.023,0,True
235720,2.0,1.0,0,False
2472390,8.0,4.0,1,True
682470,2.0,1.0,1,False
963230,0.002,0.08,0,True
679770,0.5,1.0,0,True
567800,0.5,0.293,0,True
1510630,4.0,0.391,1,True
788970,1.0,0.391,0,True
3229690,8.0,6.0,1,True
2664890,8.0,5.0,1,True
2563800,4.0,0.5,1,True
2457870,1.0,0.195,0,True
834580,2.0,0.25,1,True
2636340,1.0,0.391,1,True
950210,3.0,0.65,1,True
656040,2.0,0.122,0,True
1520680,4.0,0.293,1,True
572620,8.0,2.0,1,True
1958860,2.0,1.0,0,True
2737140,2.0,0.488,1,True
1389200,2.0,0.195,0,True
2101280,1.0,0.244,0,True
1510620,4.0,0.195,0,True
110400,0.5,1.0,1,True
711430,2.0,1.0,0,True
848930,4.0,0.244,0,True
1978010,3.0,1.0,1,True
2659710,8.0,10.0,1,True
1288560,0.5,0.439,0,True
842750,2.0,0.488,0,True
1163090,2.0,5.0,1,True
544710,0.5,0.528,0,True
209360,2.0,0.25,0,True
386840,2.0,0.293,1,True
925520,0.001,0.488,0,True
1238360,2.0,2.0,1,True
619810,0.5,0.391,0,True
338960,0.5,0.049,0,True
326120,2.0,0.488,1,True
44100,0.25,0.039,0,True
1118740,2.0,0.488,1,False
347590,1.0,0.244,0,True
468050,2.0,0.586,1,True
558490,2.0,1.172,1,True
1106150,4.0,1.0,0,True
371890,2.0,0.195,1,True
1793020,4.0,0.488,1,True
1064660,0.5,0.195,1,True
367430,1.0,0.054,0,True
2489650,8.0,1.0,0,True
216290,0.25,0.043,0,True
644010,4.0,7.0,1,True
1826910,2.0,2.0,1,True
2368860,8.0,2.0,1,True
1014140,1.0,0.146,0,True
858050,0.336,0.338,0,True
556960,4.0,1.0,1,True
1519900,8.0,2.0,1,True
49810,0.5,0.391,0,True
611860,0.5,0.098,1,True
2265210,1.0,1.0,0,True
602070,2.0,0.586,0,True
2231040,1.0,0.207,1,True
924900,1.0,0.098,1,True
486810,0.5,3.0,0,True
1239490,2.0,2.0,1,True
1448800,2.0,0.098,1,True
2598120,4.0,0.391,1,True
1692060,4.0,1.0,0,True
1209910,4.0,0.293,0,True
383630,1.0,0.146,0,True
1392600,4.0,1.0,0,True
567280,1.0,0.42,0,True
1051350,1.0,1.367,1,True
835040,2.0,1.0,0,True
252730,0.125,0.562,0,True
1249260,4.0,0.591,1,True
1641500,0.25,0.781,1,True
2429100,4.0,0.195,1,True
994040,2.0,0.488,0,True
793600,4.0,3.418,1,True
2964540,2.0,1.0,1,True
449690,2.0,1.0,1,True
566970,8.0,6.0,1,True
770630,2.0,0.166,1,True
3107590,8.0,1.0,0,True
355520,0.125,0.732,1,True
1924010,2.0,1.0,0,True
15500,1.0,0.215,0,True
593740,1.0,0.156,0,True
552160,2.0,0.098,1,True
1530860,8.0,6.0,1,True
61310,2.0,0.049,0,True
561190,0.195,0.488,0,True
524560,2.0,1.0,0,False
538710,8.0,1.0,1,True
498470,1.0,0.097,1,True
716650,4.0,2.0,1,True
2631130,1.0,0.391,1,True
1489470,2.0,0.391,0,True
283600,2.0,2.0,1,True
2012540,1.0,0.244,0,True
538550,1.0,1.953,1,True
1133300,8.0,0.342,1,True
620650,2.0,1.0,0,True
2393890,2.0,1.0,0,True
2544900,4.0,1.0,1,True
1919550,4.0,0.703,1,True
1224840,4.0,2.0,0,True
783440,4.0,0.586,0,True
377190,0.25,0.098,0,True
3355020,4.0,1.0,1,True
546410,2.0,2.0,0,True
1374280,2.0,0.195,0,True
1316700,4.0,1.0,1,True
3288600,4.0,0.488,0,True
2169300,1.0,0.244,0,True
2715700,4.0,1.0,0,True
682780,1.0,1.0,1,True
1783510,2.0,0.342,0,True
2944340,4.0,0.098,1,True
900290,1.0,0.586,0,True
736860,1.0,0.391,0,True
705150,0.5,0.5,1,True
485390,0.125,0.195,0,True
1418010,2.0,0.586,0,True
1928370,1.0,0.098,0,True
2017270,4.0,0.195,0,True
1820570,2.0,0.391,0,True
1771130,16.0,12.0,1,True
450190,0.5,0.5,0,True
275350,1.0,0.293,0,True
556710,4.0,0.244,1,True
604780,2.0,0.195,1,True
2219190,2.0,1.0,0,True
569430,2.0,4.0,1,True
2584650,2.0,0.146,1,True
750960,2.0,0.293,0,True
1255040,1.0,0.293,0,True
2051130,1.0,0.586,0,True
521210,2.0,0.378,0,True
1277950,2.0,0.5,0,True
433700,4.0,0.586,1,True
532170,2.0,0.684,0,True
663370,2.0,0.195,1,True
429220,0.5,0.195,0,True
2144260,2.0,3.0,1,True
524540,2.0,1.0,0,False
2752530,2.0,0.488,0,True
2785110,8.0,11.0,1,True
782180,4.0,1.0,1,True
843170,0.098,1.0,0,True
613210,1.0,0.488,0,True
3294930,1.0,0.146,0,True
922550,1.0,0.059,0,True
735600,4.0,3.0,1,True
205830,0.5,0.098,0,True
1257660,4.0,0.488,0,True
505210,0.5,1.465,0,True
509130,4.0,0.195,1,True
414370,1.0,0.195,0,True
3094150,8.0,3.0,1,True
867150,8.0,6.0,1,True
3357470,0.25,0.195,1,True
367350,2.0,1.0,0,True
679120,4.0,0.208,1,True
501530,2.0,0.146,0,True
806900,2.0,0.391,1,True
1234220,1.0,2.0,0,True
335460,2.0,0.342,0,True
3022320,1.0,1.0,1,True
1737760,2.0,0.391,1,True
1805270,2.0,0.342,1,True
463070,1.0,0.293,0,True
308580,1.0,0.586,0,True
673740,6.0,0.293,0,True
243280,1.0,0.586,0,True
896340,4.0,4.0,1,True
2541310,2.0,0.391,0,False
1524350,2.0,0.488,0,False
1814770,6.0,1.0,1,True
1069850,0.004,0.391,0,True
295870,1.0,0.098,0,True
603130,1.0,0.684,1,True
623070,0.5,1.0,0,True
291290,0.5,0.146,0,True
1294110,4.0,3.0,1,True
1713720,2.0,4.0,1,True
701730,0.25,0.342,0,True
769730,1.0,0.4,1,True
928180,1.0,0.488,1,True
406650,2.0,1.0,0,False
279540,2.0,0.059,0,True
758570,0.5,0.078,0,True
2050720,2.0,1.0,1,True
1456470,4.0,1.0,1,True
3246900,1.0,0.207,1,True
3012630,4.0,1.0,1,True
745890,2.0,0.146,0,True
1418830,8.0,4.0,0,True
1584450,2.0,1.0,1,False
1193990,3.0,1.0,1,True
264220,1.0,0.293,0,True
365580,2.0,0.293,1,True
1048920,0.5,0.146,0,True
492370,2.0,1.0,0,False
2050540,1.0,0.244,0,True
1016000,4.0,2.0,1,True
1693760,2.0,0.635,1,True
1109130,1.0,0.391,0,True
2827780,1.0,0.391,0,True
1158280,3.0,0.488,1,True
2432000,2.0,1.0,1,False
586960,1.0,0.586,0,True
1200650,1.0,0.247,0,True
1574780,4.0,5.0,1,True
3069870,8.0,2.0,1,True
3048280,4.0,5.0,1,True
1068460,1.0,0.195,1,True
2729000,2.0,1.0,0,False
906730,1.0,0.488,1,True
2884080,2.0,1.0,0,True
806770,8.0,1.0,1,True
366590,1.0,0.195,0,True
620900,2.0,0.195,1,True
867380,1.0,0.195,1,True
2909230,2.0,1.0,0,False
770110,8.0,1.0,1,True
1958600,2.0,2.0,0,True
302490,0.5,0.264,0,True
973850,4.0,1.0,0,True
2449080,8.0,1.0,0,True
1642610,1.0,0.293,1,True
1076880,0.5,0.684,1,True
528510,1.0,0.293,1,True
511160,1.0,0.518,1,True
468800,2.0,0.293,1,True
386050,0.25,0.059,0,True
585500,4.0,8.0,1,True
518650,4.0,0.121,1,True
399040,1.0,0.122,1,True
2074910,8.0,1.0,0,True
2111040,2.0,1.0,1,True
1342740,8.0,0.195,1,True
1213370,8.0,0.684,1,True
1667490,2.0,1.0,0,False
574820,0.25,0.029,1,True
371330,0.125,0.049,0,True
335840,2.0,0.488,1,True
346500,0.5,0.195,0,True
2151700,8.0,1.0,1,True
1165750,4.0,1.0,1,True
460190,2.0,0.391,1,True
419090,1.0,1.0,1,True
804350,2.0,0.537,1,True
1091720,2.0,4.0,0,True
